antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'age=(45.0, 95.0]', 'loan=no', 'marital=married', 'default=no', 'y=no'})	0.24987281856185442	0.1719935413947933	0.055473225542456484	0.22200584225900682	1.2907801098729368	0.012496714579704499	1.0642836457916736
frozenset({'age=(45.0, 95.0]'})	frozenset({'balance=(1428.0, 102127.0]', 'loan=no', 'marital=married', 'default=no', 'y=no'})	0.3195682466656345	0.11791378204419278	0.055473225542456484	0.17358803986710963	1.472160733526898	0.01779172495688002	1.0673686496671275
frozenset({'marital=married'})	frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]', 'loan=no', 'default=no', 'y=no'})	0.6019331578598128	0.07128796089447259	0.055473225542456484	0.0921584478577203	1.2927631356175588	0.01256263812385975	1.0229891294510574
frozenset({'default=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'housing=no'})	0.09756475194089934	0.44416181902634316	0.06051624604631616	0.6202675130355928	1.3964899423261883	0.01718170835139237	1.463762517178985
frozenset({'default=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'age=(45.0, 95.0]'})	0.1264515272831833	0.3195682466656345	0.06051624604631616	0.4785726779779605	1.4975601705468973	0.020106353184237633	1.304940735931757
frozenset({'default=no', 'age=(45.0, 95.0]', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.18033222003494725	0.24987281856185442	0.06051624604631616	0.33558199435790503	1.3430112018159905	0.015456125948667375	1.1289988758104488
frozenset({'default=no', 'balance=(1428.0, 102127.0]'})	frozenset({'age=(45.0, 95.0]', 'housing=no'})	0.24971798898498154	0.1834066930614231	0.06051624604631616	0.24233835252435781	1.3213168422550339	0.01471629548863182	1.0777809720991973
frozenset({'default=no', 'age=(45.0, 95.0]'})	frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	0.31454734467275663	0.12651788281612883	0.06051624604631616	0.1923915336474228	1.5206667181352505	0.02072038195288385	1.0815663202848786
frozenset({'default=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.4357567848532437	0.09767534449580854	0.06051624604631616	0.13887619917770672	1.421814275594044	0.017953551969389657	1.047845448752613
frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'default=no', 'housing=no'})	0.09767534449580854	0.4357567848532437	0.06051624604631616	0.6195652173913043	1.421814275594044	0.017953551969389657	1.4831535941000449
frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'default=no', 'age=(45.0, 95.0]'})	0.12651788281612883	0.31454734467275663	0.06051624604631616	0.47832167832167827	1.5206667181352505	0.02072038195288385	1.3139373956004796
frozenset({'age=(45.0, 95.0]', 'housing=no'})	frozenset({'default=no', 'balance=(1428.0, 102127.0]'})	0.1834066930614231	0.24971798898498154	0.06051624604631616	0.3299565846599132	1.321316842255034	0.01471629548863182	1.1197513382535156
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'default=no', 'age=(45.0, 95.0]', 'housing=no'})	0.24987281856185442	0.18033222003494725	0.06051624604631616	0.24218819155528015	1.3430112018159905	0.015456125948667375	1.081624449277561
frozenset({'age=(45.0, 95.0]'})	frozenset({'default=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	0.3195682466656345	0.1264515272831833	0.06051624604631616	0.1893687707641196	1.4975601705468973	0.020106353184237633	1.0776151241301715
frozenset({'housing=no'})	frozenset({'default=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.44416181902634316	0.09756475194089934	0.06051624604631616	0.13624819481101538	1.3964899423261883	0.01718170835139237	1.0447853684793773
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'housing=no'})	0.08756718497710735	0.44416181902634316	0.055539581075402	0.6342510735034099	1.4279729736647908	0.016645580908953732	1.5197260762946871
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'age=(45.0, 95.0]'})	0.11669726394019155	0.3195682466656345	0.055539581075402	0.47592873388931006	1.4892866824383717	0.018246841047358214	1.2983572985866594
frozenset({'loan=no', 'age=(45.0, 95.0]', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.15642210966357745	0.24987281856185442	0.055539581075402	0.35506221719457015	1.4209717537030815	0.016453947648372422	1.1631000717234303
frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	frozenset({'age=(45.0, 95.0]', 'housing=no'})	0.22428170135586473	0.1834066930614231	0.055539581075402	0.24763313609467455	1.350185928120638	0.014404815915533158	1.085365858219579
frozenset({'loan=no', 'age=(45.0, 95.0]'})	frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	0.2675233903253633	0.12651788281612883	0.055539581075402	0.20760644894584537	1.6409257278480096	0.021693088127644193	1.102333702769086
frozenset({'loan=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.38052686293158744	0.09767534449580854	0.055539581075402	0.14595442920251103	1.49428118176511	0.018371488648649882	1.056529869549725
frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'loan=no', 'housing=no'})	0.09767534449580854	0.38052686293158744	0.055539581075402	0.5686141304347826	1.4942811817651103	0.018371488648649882	1.4360070201018948
frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'loan=no', 'age=(45.0, 95.0]'})	0.12651788281612883	0.2675233903253633	0.055539581075402	0.43898601398601395	1.6409257278480094	0.021693088127644193	1.3056298558239083
frozenset({'age=(45.0, 95.0]', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	0.1834066930614231	0.22428170135586473	0.055539581075402	0.302821997105644	1.350185928120638	0.014404815915533158	1.1126545809301454
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'age=(45.0, 95.0]', 'housing=no'})	0.24987281856185442	0.15642210966357745	0.055539581075402	0.22227139948658936	1.4209717537030815	0.016453947648372422	1.0846687260562902
frozenset({'age=(45.0, 95.0]'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	0.3195682466656345	0.11669726394019155	0.055539581075402	0.1737956810631229	1.4892866824383717	0.018246841047358214	1.0691093181362246
frozenset({'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.44416181902634316	0.08756718497710735	0.055539581075402	0.12504357352721476	1.4279729736647906	0.016645580908953732	1.042832291318993
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no', 'age=(45.0, 95.0]'})	frozenset({'housing=no'})	0.08747871093317998	0.44416181902634316	0.05551746256442016	0.6346396965865992	1.4288479319942602	0.016662759190259287	1.5213425645334344
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no', 'housing=no'})	frozenset({'age=(45.0, 95.0]'})	0.1166751454292097	0.3195682466656345	0.05551746256442016	0.4758293838862559	1.488975794219374	0.018231790910149696	1.2981112111532653
frozenset({'loan=no', 'default=no', 'age=(45.0, 95.0]', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.15474110282895756	0.24987281856185442	0.05551746256442016	0.35877644368210404	1.4358362215908298	0.016851867053178787	1.169837218310581
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'default=no', 'housing=no'})	0.08756718497710735	0.4357567848532437	0.05551746256442016	0.6339984844657741	1.4549365758683372	0.0173594675801466	1.5416417451801294
frozenset({'balance=(1428.0, 102127.0]', 'default=no', 'age=(45.0, 95.0]'})	frozenset({'loan=no', 'housing=no'})	0.09756475194089934	0.38052686293158744	0.05551746256442016	0.5690319655406937	1.4953792254162	0.01839145357565123	1.4373992675480103
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'default=no', 'age=(45.0, 95.0]'})	0.11669726394019155	0.31454734467275663	0.05551746256442016	0.4757391963608794	1.5124565647051347	0.018810648061457075	1.3074650070522544
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no'})	frozenset({'age=(45.0, 95.0]', 'housing=no'})	0.22419322731193736	0.1834066930614231	0.05551746256442016	0.24763220205209155	1.3501808353807419	0.014398924136369805	1.0853645107696586
frozenset({'balance=(1428.0, 102127.0]', 'default=no', 'housing=no'})	frozenset({'loan=no', 'age=(45.0, 95.0]'})	0.1264515272831833	0.2675233903253633	0.05551746256442016	0.43904145530872835	1.6411329670080956	0.021688721273802787	1.3057588953881814
frozenset({'loan=no', 'age=(45.0, 95.0]', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'default=no'})	0.15642210966357745	0.24971798898498154	0.05551746256442016	0.35492081447963797	1.4212865317483536	0.016456047906443352	1.1630851341293753
frozenset({'loan=no', 'default=no', 'age=(45.0, 95.0]'})	frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	0.26449315432085113	0.12651788281612883	0.05551746256442016	0.2099013212911858	1.6590644470097553	0.02205434866038644	1.1055354738870375
frozenset({'default=no', 'age=(45.0, 95.0]', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	0.18033222003494725	0.22428170135586473	0.05551746256442016	0.30786213663682077	1.3726582898902666	0.015072245445702036	1.1207569181013
frozenset({'loan=no', 'default=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.3758377386034372	0.09767534449580854	0.05551746256442016	0.1477165725047081	1.512322001700715	0.018807381971803788	1.058714303709931
frozenset({'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	frozenset({'loan=no', 'default=no', 'housing=no'})	0.09767534449580854	0.3758377386034372	0.05551746256442016	0.5683876811594203	1.512322001700715	0.018807381971803788	1.4461178102451318
frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	frozenset({'default=no', 'age=(45.0, 95.0]', 'housing=no'})	0.22428170135586473	0.18033222003494725	0.05551746256442016	0.24753451676528598	1.3726582898902666	0.015072245445702036	1.0893094742916953
frozenset({'balance=(1428.0, 102127.0]', 'housing=no'})	frozenset({'loan=no', 'default=no', 'age=(45.0, 95.0]'})	0.12651788281612883	0.26449315432085113	0.05551746256442016	0.43881118881118875	1.6590644470097553	0.02205434866038644	1.3106227904313805
frozenset({'balance=(1428.0, 102127.0]', 'default=no'})	frozenset({'loan=no', 'age=(45.0, 95.0]', 'housing=no'})	0.24971798898498154	0.15642210966357745	0.05551746256442016	0.22232063773250663	1.4212865317483536	0.016456047906443352	1.084737401127359
frozenset({'loan=no', 'age=(45.0, 95.0]'})	frozenset({'balance=(1428.0, 102127.0]', 'default=no', 'housing=no'})	0.2675233903253633	0.1264515272831833	0.05551746256442016	0.20752377015295573	1.6411329670080954	0.021688721273802787	1.1023024285352006
frozenset({'age=(45.0, 95.0]', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no'})	0.1834066930614231	0.22419322731193736	0.05551746256442016	0.3027013989387361	1.3501808353807416	0.014398924136369805	1.1125890278674189
frozenset({'default=no', 'age=(45.0, 95.0]'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'housing=no'})	0.31454734467275663	0.11669726394019155	0.05551746256442016	0.17649954292947048	1.5124565647051347	0.018810648061457075	1.0726196063108646
frozenset({'loan=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'default=no', 'age=(45.0, 95.0]'})	0.38052686293158744	0.09756475194089934	0.05551746256442016	0.14589630318530575	1.4953792254162	0.01839145357565123	1.056587451177948
frozenset({'default=no', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'age=(45.0, 95.0]'})	0.4357567848532437	0.08756718497710735	0.05551746256442016	0.12740470026902187	1.4549365758683372	0.0173594675801466	1.045654056702112
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'default=no', 'age=(45.0, 95.0]', 'housing=no'})	0.24987281856185442	0.15474110282895756	0.05551746256442016	0.2221828804107285	1.43583622159083	0.016851867053178787	1.0867064710755965
frozenset({'age=(45.0, 95.0]'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no', 'housing=no'})	0.3195682466656345	0.1166751454292097	0.05551746256442016	0.17372646733111846	1.4889757942193738	0.018231790910149696	1.069046531985155
frozenset({'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no', 'age=(45.0, 95.0]'})	0.44416181902634316	0.08747871093317998	0.05551746256442016	0.12499377521039788	1.42884793199426	0.016662759190259287	1.0428740541660015
frozenset({'loan=no', 'education=tertiary'})	frozenset({'balance=(1428.0, 102127.0]'})	0.25473889097785934	0.24987281856185442	0.08068832806175488	0.31674915342537124	1.2676414955753261	0.01703600337579622	1.0978796223946021
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'education=tertiary'})	0.24987281856185442	0.25473889097785934	0.08068832806175488	0.3229175887403735	1.267641495575326	0.01703600337579622	1.100694829209455
frozenset({'loan=no', 'default=no', 'education=tertiary'})	frozenset({'balance=(1428.0, 102127.0]'})	0.25197407710512926	0.24987281856185442	0.08068832806175488	0.3202247191011236	1.2815508343171549	0.01772685521097421	1.1034928784792555
frozenset({'loan=no', 'education=tertiary'})	frozenset({'default=no', 'balance=(1428.0, 102127.0]'})	0.25473889097785934	0.24971798898498154	0.08068832806175488	0.31674915342537124	1.268427455758588	0.017075444490499386	1.0981062296174824
frozenset({'default=no', 'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'education=tertiary'})	0.24971798898498154	0.25473889097785934	0.08068832806175488	0.3231178033658104	1.268427455758588	0.017075444490499386	1.1010204031483861
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'default=no', 'education=tertiary'})	0.24987281856185442	0.25197407710512926	0.08068832806175488	0.3229175887403735	1.2815508343171549	0.01772685521097421	1.104778252182423
frozenset({'loan=no', 'marital=married', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.22569728605870254	0.24987281856185442	0.07416336732211187	0.32859662877303014	1.31505551770005	0.017767750312862735	1.11725262872498
frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	frozenset({'marital=married', 'housing=no'})	0.22428170135586473	0.2630554511070315	0.07416336732211187	0.33067061143984217	1.2570376703780965	0.01516484319689236	1.1010192612015175
frozenset({'marital=married', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	0.2630554511070315	0.22428170135586473	0.07416336732211187	0.2819305473808122	1.2570376703780965	0.01516484319689236	1.0802831060626115
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'marital=married', 'housing=no'})	0.24987281856185442	0.22569728605870254	0.07416336732211187	0.29680446136142336	1.31505551770005	0.017767750312862735	1.1011200603467821
frozenset({'loan=no', 'marital=married', 'default=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.22308730176284533	0.24987281856185442	0.07414124881113003	0.33234186000396587	1.3300440676851644	0.01839779593428891	1.123519862189655
frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no'})	frozenset({'marital=married', 'housing=no'})	0.22419322731193736	0.2630554511070315	0.07414124881113003	0.3307024467245462	1.2571586915718034	0.015165998265447095	1.1010716314238103
frozenset({'loan=no', 'marital=married', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'default=no'})	0.22569728605870254	0.24971798898498154	0.07414124881113003	0.3284986279890239	1.315478429584744	0.017780576417182725	1.1173201460007658
frozenset({'default=no', 'marital=married', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	0.2585211563557541	0.22428170135586473	0.07414124881113003	0.2867898699520876	1.2787038274559992	0.016159684027175977	1.087643411054781
frozenset({'loan=no', 'balance=(1428.0, 102127.0]'})	frozenset({'default=no', 'marital=married', 'housing=no'})	0.22428170135586473	0.2585211563557541	0.07414124881113003	0.3305719921104536	1.2787038274559992	0.016159684027175977	1.107630447046649
frozenset({'balance=(1428.0, 102127.0]', 'default=no'})	frozenset({'loan=no', 'marital=married', 'housing=no'})	0.24971798898498154	0.22569728605870254	0.07414124881113003	0.2968999114260407	1.315478429584744	0.017780576417182725	1.1012695440157783
frozenset({'marital=married', 'housing=no'})	frozenset({'loan=no', 'balance=(1428.0, 102127.0]', 'default=no'})	0.2630554511070315	0.22419322731193736	0.07414124881113003	0.28184646430673505	1.2571586915718034	0.015165998265447095	1.0802798205806263
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'marital=married', 'default=no', 'housing=no'})	0.24987281856185442	0.22308730176284533	0.07414124881113003	0.29671594228556253	1.3300440676851644	0.01839779593428891	1.1046926056620687
frozenset({'loan=no', 'marital=married', 'housing=no', 'default=no', 'y=no'})	frozenset({'balance=(1428.0, 102127.0]'})	0.1869456548185176	0.24987281856185442	0.0587467651677689	0.3142451490771415	1.2576203801829375	0.012034127480374385	1.0938707621661847
frozenset({'loan=no', 'marital=married', 'default=no', 'housing=no'})	frozenset({'balance=(1428.0, 102127.0]', 'y=no'})	0.22308730176284533	0.20950653601999514	0.0587467651677689	0.26333531627999207	1.2569312694610137	0.012008517345387826	1.0730709391254818
frozenset({'balance=(1428.0, 102127.0]', 'y=no'})	frozenset({'loan=no', 'marital=married', 'default=no', 'housing=no'})	0.20950653601999514	0.22308730176284533	0.0587467651677689	0.2804054054054054	1.2569312694610135	0.012008517345387826	1.0796533271276891
frozenset({'balance=(1428.0, 102127.0]'})	frozenset({'loan=no', 'marital=married', 'housing=no', 'default=no', 'y=no'})	0.24987281856185442	0.1869456548185176	0.0587467651677689	0.2351066654864123	1.2576203801829373	0.012034127480374385	1.062964348746118
frozenset({'job=management'})	frozenset({'education=tertiary'})	0.20919687686624935	0.29419831456946316	0.1725465041693393	0.8248043983928949	2.803566021783413	0.11100113558209324	4.028649571998804
frozenset({'education=tertiary'})	frozenset({'job=management'})	0.29419831456946316	0.20919687686624935	0.1725465041693393	0.5864972558454251	2.8035660217834124	0.11100113558209324	1.9124495165094575
frozenset({'job=management', 'default=no'})	frozenset({'education=tertiary'})	0.20556944106522748	0.29419831456946316	0.16984804582955476	0.8262319776199699	2.8084184602794124	0.10936986274117824	4.06174666525784
frozenset({'default=no', 'education=tertiary'})	frozenset({'job=management'})	0.2898188493950587	0.20919687686624935	0.16984804582955476	0.5860489964130353	2.8014232582818503	0.1092188476791386	1.9103785623933516
frozenset({'job=management'})	frozenset({'default=no', 'education=tertiary'})	0.20919687686624935	0.2898188493950587	0.16984804582955476	0.8119052653838021	2.80142325828185	0.1092188476791386	3.7756567298603363
frozenset({'education=tertiary'})	frozenset({'job=management', 'default=no'})	0.29419831456946316	0.20556944106522748	0.16984804582955476	0.5773250131569055	2.8084184602794124	0.10936986274117824	1.87953056997357
frozenset({'job=management', 'loan=no'})	frozenset({'education=tertiary'})	0.18148238260600297	0.29419831456946316	0.15011833403375285	0.8271785496648385	2.8116359227800176	0.09672652294701632	4.0839935324101235
frozenset({'loan=no', 'education=tertiary'})	frozenset({'job=management'})	0.25473889097785934	0.20919687686624935	0.15011833403375285	0.5893027698185292	2.8169769006413117	0.09682775362481269	1.9255136509791562
frozenset({'job=management'})	frozenset({'loan=no', 'education=tertiary'})	0.20919687686624935	0.25473889097785934	0.15011833403375285	0.7175935715796152	2.8169769006413117	0.09682775362481269	2.6389665178327997
frozenset({'education=tertiary'})	frozenset({'job=management', 'loan=no'})	0.29419831456946316	0.18148238260600297	0.15011833403375285	0.5102623862867455	2.811635922780018	0.09672652294701632	1.6713390894930238
frozenset({'job=management', 'y=no'})	frozenset({'education=tertiary'})	0.18042069407887462	0.29419831456946316	0.14746411271593196	0.8173348044624248	2.778176366028922	0.09438464860447432	3.86390895842744
frozenset({'education=tertiary', 'y=no'})	frozenset({'job=management'})	0.2500497666497091	0.20919687686624935	0.14746411271593196	0.5897390535161433	2.8190624179021313	0.09515448247167838	1.9275612994883682
frozenset({'job=management'})	frozenset({'education=tertiary', 'y=no'})	0.20919687686624935	0.2500497666497091	0.14746411271593196	0.7049058997673927	2.8190624179021313	0.09515448247167838	2.5413935173869766
frozenset({'education=tertiary'})	frozenset({'job=management', 'y=no'})	0.29419831456946316	0.18042069407887462	0.14746411271593196	0.5012405082324638	2.7781763660289225	0.09438464860447432	1.643235506188859
frozenset({'job=management', 'loan=no', 'default=no'})	frozenset({'education=tertiary'})	0.17909358341996418	0.29419831456946316	0.14837097166618743	0.8284549833271582	2.8159746072629237	0.09568194127382842	4.11438174725058
frozenset({'loan=no', 'default=no', 'education=tertiary'})	frozenset({'job=management'})	0.25197407710512926	0.20919687686624935	0.14837097166618743	0.5888342696629214	2.814737382716255	0.09565878168453888	1.9233196367932726
frozenset({'job=management', 'loan=no'})	frozenset({'default=no', 'education=tertiary'})	0.18148238260600297	0.2898188493950587	0.14837097166618743	0.8175502742230347	2.820900972899155	0.09577395635384184	3.8924758455000292
frozenset({'loan=no', 'education=tertiary'})	frozenset({'job=management', 'default=no'})	0.25473889097785934	0.20556944106522748	0.14837097166618743	0.5824433446209951	2.8333167692769328	0.09600444023029296	1.9025695045231392
frozenset({'job=management', 'default=no'})	frozenset({'loan=no', 'education=tertiary'})	0.20556944106522748	0.25473889097785934	0.14837097166618743	0.7217559715945772	2.8333167692769323	0.09600444023029296	2.678444217808111
frozenset({'default=no', 'education=tertiary'})	frozenset({'job=management', 'loan=no'})	0.2898188493950587	0.18148238260600297	0.14837097166618743	0.5119438296573304	2.820900972899155	0.09577395635384184	1.6770971603930482
frozenset({'job=management'})	frozenset({'loan=no', 'default=no', 'education=tertiary'})	0.20919687686624935	0.25197407710512926	0.14837097166618743	0.7092408543032354	2.814737382716255	0.09565878168453888	2.572665155905341
frozenset({'education=tertiary'})	frozenset({'job=management', 'loan=no', 'default=no'})	0.29419831456946316	0.17909358341996418	0.14837097166618743	0.5043229832343433	2.815974607262924	0.09568194127382842	1.6561316922388984
frozenset({'job=management', 'y=no', 'default=no'})	frozenset({'education=tertiary'})	0.17697020636570746	0.29419831456946316	0.14489836544203843	0.8187726534183227	2.7830637120288544	0.09283402900023721	3.8945650242273975
frozenset({'default=no', 'y=no', 'education=tertiary'})	frozenset({'job=management'})	0.24597996062905045	0.20919687686624935	0.14489836544203843	0.5890657314989659	2.815843813364321	0.0934401259067581	1.9244029611313875
frozenset({'job=management', 'y=no'})	frozenset({'default=no', 'education=tertiary'})	0.18042069407887462	0.2898188493950587	0.14489836544203843	0.8031138899105063	2.7710892220670003	0.09260904747704111	3.607065781746267
frozenset({'job=management', 'default=no'})	frozenset({'education=tertiary', 'y=no'})	0.20556944106522748	0.2500497666497091	0.14489836544203843	0.7048633527006671	2.8188922635072857	0.09349577467336717	2.541027148653884
frozenset({'education=tertiary', 'y=no'})	frozenset({'job=management', 'default=no'})	0.2500497666497091	0.20556944106522748	0.14489836544203843	0.5794781070322866	2.8188922635072857	0.09349577467336717	1.8891538638530931
frozenset({'default=no', 'education=tertiary'})	frozenset({'job=management', 'y=no'})	0.2898188493950587	0.18042069407887462	0.14489836544203843	0.49996184079981687	2.771089222067	0.09260904747704111	1.6390335234255962
frozenset({'job=management'})	frozenset({'default=no', 'y=no', 'education=tertiary'})	0.20919687686624935	0.24597996062905045	0.14489836544203843	0.6926411503489109	2.815843813364321	0.0934401259067581	2.4532237813451805
frozenset({'education=tertiary'})	frozenset({'job=management', 'y=no', 'default=no'})	0.29419831456946316	0.17697020636570746	0.14489836544203843	0.49251935944665814	2.783063712028854	0.09283402900023721	1.621795449648848
frozenset({'job=management', 'loan=no', 'y=no'})	frozenset({'education=tertiary'})	0.15474110282895756	0.29419831456946316	0.12680542345889276	0.8194682675814752	2.7854281516898034	0.08128085181199346	3.909571331173426
frozenset({'loan=no', 'y=no', 'education=tertiary'})	frozenset({'job=management'})	0.21348786799672645	0.20919687686624935	0.12680542345889276	0.5939701616245339	2.8392879020096005	0.08214442822514348	1.9476478041558978
frozenset({'job=management', 'loan=no'})	frozenset({'education=tertiary', 'y=no'})	0.18148238260600297	0.2500497666497091	0.12680542345889276	0.6987202925045705	2.7943249132617547	0.08142579603722849	2.4892158837536966
frozenset({'loan=no', 'education=tertiary'})	frozenset({'job=management', 'y=no'})	0.25473889097785934	0.18042069407887462	0.12680542345889276	0.4977858817400366	2.759028748234497	0.0808452559397846	1.6319320308253118
frozenset({'job=management', 'y=no'})	frozenset({'loan=no', 'education=tertiary'})	0.18042069407887462	0.25473889097785934	0.12680542345889276	0.7028319235012872	2.759028748234497	0.0808452559397846	2.507877420088119
frozenset({'education=tertiary', 'y=no'})	frozenset({'job=management', 'loan=no'})	0.2500497666497091	0.18148238260600297	0.12680542345889276	0.5071207430340559	2.7943249132617547	0.08142579603722849	1.660685869461439
frozenset({'job=management'})	frozenset({'loan=no', 'y=no', 'education=tertiary'})	0.20919687686624935	0.21348786799672645	0.12680542345889276	0.6061535208289279	2.8392879020096005	0.08214442822514348	1.9970018106005267
frozenset({'education=tertiary'})	frozenset({'job=management', 'loan=no', 'y=no'})	0.29419831456946316	0.15474110282895756	0.12680542345889276	0.4310202240433051	2.7854281516898034	0.08128085181199346	1.485569317028546
frozenset({'loan=no', 'default=no', 'y=no', 'education=tertiary'})	frozenset({'job=management'})	0.2109663577447966	0.20919687686624935	0.12516865364623653	0.5933109666596771	2.8361368274107277	0.0810351504821772	1.9444908967387764
frozenset({'loan=no', 'default=no', 'y=no', 'job=management'})	frozenset({'education=tertiary'})	0.15250713321979165	0.29419831456946316	0.12516865364623653	0.8207396664249456	2.789749722482386	0.08030131209315325	3.9372998552132286
frozenset({'loan=no', 'default=no', 'education=tertiary'})	frozenset({'job=management', 'y=no'})	0.25197407710512926	0.18042069407887462	0.12516865364623653	0.49675210674157305	2.7532989454325434	0.07970731576504524	1.6285797057480307
frozenset({'loan=no', 'default=no', 'job=management'})	frozenset({'education=tertiary', 'y=no'})	0.17909358341996418	0.2500497666497091	0.12516865364623653	0.698900827466963	2.795046909386012	0.08038634490361427	2.490708383690445
frozenset({'default=no', 'y=no', 'education=tertiary'})	frozenset({'job=management', 'loan=no'})	0.24597996062905045	0.18148238260600297	0.12516865364623653	0.5088571171657225	2.8038926415818985	0.08052762431794565	1.6665570163014718
frozenset({'job=management', 'default=no', 'y=no'})	frozenset({'loan=no', 'education=tertiary'})	0.17697020636570746	0.25473889097785934	0.12516865364623653	0.7072865891763529	2.776515931514465	0.0800874595405133	2.5460436094304635
frozenset({'loan=no', 'y=no', 'education=tertiary'})	frozenset({'job=management', 'default=no'})	0.21348786799672645	0.20556944106522748	0.12516865364623653	0.58630335681724	2.8520939385694253	0.0812820719479424	1.9203215013369461
frozenset({'job=management', 'loan=no', 'y=no'})	frozenset({'default=no', 'education=tertiary'})	0.15474110282895756	0.2898188493950587	0.12516865364623653	0.8088907947398513	2.7910220347236065	0.08032176527022558	3.716101218872227
frozenset({'default=no', 'education=tertiary'})	frozenset({'job=management', 'loan=no', 'y=no'})	0.2898188493950587	0.15474110282895756	0.12516865364623653	0.431885827673052	2.791022034723607	0.08032176527022558	1.487832795490619
frozenset({'job=management', 'default=no'})	frozenset({'loan=no', 'y=no', 'education=tertiary'})	0.20556944106522748	0.21348786799672645	0.12516865364623653	0.6088874542715731	2.8520939385694253	0.0812820719479424	2.010961143009195
frozenset({'loan=no', 'education=tertiary'})	frozenset({'job=management', 'default=no', 'y=no'})	0.25473889097785934	0.17697020636570746	0.12516865364623653	0.49136059737778937	2.776515931514465	0.0800874595405133	1.6181007397210903
